order_id,items_used,balance_spent,order_date
9930,Strawberry Matcha (add Ice Cream); Black Honey Tea (add Ice Cream); Halo Halo,20.3,2024-12-08 16:47:15
9931,Peach Tea,6.25,2024-12-08 16:48:00
9932,Coffee Crema,6.5,2024-12-08 16:49:30
9933,Strawberry Matcha,6.5,2024-12-08 16:56:15
9934,Tiger Boba,6.5,2024-12-08 16:58:30
9935,Black Honey Tea (add Boba Pearls); Fresh Matcha; Thai Pearl Milk Tea; Strawberry Matcha; Halo Halo,31.55,2024-12-09 09:03:00
9936,Green Tea (add Ice Cream); Green Tea; Strawberry Matcha; Green Honey Tea,21.65,2024-12-09 09:12:45
9937,Halo Halo; Coffee Milk Tea; Strawberry Matcha,19.7,2024-12-09 09:17:15
9938,Lemonade (add Pudding); Black Tea (add Boba Pearls); Black Honey Tea,16.2,2024-12-09 09:19:30
9939,Tiger Boba,6.5,2024-12-09 09:21:00
9940,Lemonade (add Boba Pearls); Peach Tea (add Honey Jelly); Fresh Matcha,19.2,2024-12-09 09:24:00
9941,Coffee Milk Tea (add Boba Pearls); Green Tea,11.65,2024-12-09 09:25:30
9942,Black Honey Tea; Oolong Tea; Green Tea; Black Honey Tea,19.0,2024-12-09 09:33:00
9943,Black Honey Tea (add Ice Cream); Peach Tea; Oolong Tea,16.75,2024-12-09 09:33:45
9944,Thai Pearl Milk Tea (add Ice Cream); Oolong Tea (add Honey Jelly); Black Honey Tea; Fresh Matcha,23.75,2024-12-09 09:36:45
9945,Fresh Matcha (add Boba Pearls); Strawberry Matcha; Pearl Milk Tea; Strawberry Matcha; Peach Tea,32.05,2024-12-09 09:40:30
9946,Lemonade (add Ice Cream); Tiger Boba (add Pudding); Black Tea,18.1,2024-12-09 09:42:00
9947,Coffee Milk Tea (add Pudding); Strawberry Matcha (add Pudding); Coffee Milk Tea (add Pudding); Black Honey Tea,26.1,2024-12-09 09:44:15
9948,Green Tea (add Boba Pearls); Iced Thai Tea (add Pudding); Iced Thai Tea; Pearl Milk Tea; Pearl Milk Tea,31.25,2024-12-09 09:46:30
9949,Fresh Matcha (add Ice Cream); Oolong Tea (add Pudding); Tiger Boba; Peach Tea,25.4,2024-12-09 09:48:45
9950,Coffee Milk Tea,6.25,2024-12-09 09:51:45
9951,Fresh Matcha (add Honey Jelly); Strawberry Matcha; Green Tea; Green Honey Tea; Coffee Crema,29.5,2024-12-09 09:53:15
9952,Fresh Matcha (add Boba Pearls); Peach Tea (add Pudding); Oolong Tea,18.65,2024-12-09 10:02:15
9953,Lemonade; Coffee Crema; Green Tea; Coffee Milk Tea; Black Tea,27.25,2024-12-09 10:03:45
9954,Fresh Matcha,6.25,2024-12-09 10:04:30
9955,Oolong Tea; Tiger Boba; Oolong Tea; Green Honey Tea,20.65,2024-12-09 10:12:00
9956,Peach Tea (add Honey Jelly); Green Honey Tea (add Pudding); Coffee Crema; Black Honey Tea; Pearl Milk Tea,29.75,2024-12-09 10:13:30
9957,Halo Halo,6.95,2024-12-09 10:15:00
9958,Coffee Milk Tea; Fresh Matcha; Pearl Milk Tea,18.3,2024-12-09 10:18:00
9959,Pearl Milk Tea (add Ice Cream); Lemonade; Thai Pearl Milk Tea; Black Tea,22.9,2024-12-09 10:19:30
9960,Pearl Milk Tea; Strawberry Matcha; Black Honey Tea,17.15,2024-12-09 10:21:00
9961,Strawberry Matcha; Black Tea; Iced Thai Tea; Black Honey Tea,22.75,2024-12-09 10:27:00
9962,Peach Tea; Thai Pearl Milk Tea; Pearl Milk Tea; Coffee Milk Tea; Strawberry Matcha,31.05,2024-12-09 10:27:45
9963,Lemonade,5.2,2024-12-09 10:28:30
9964,Pearl Milk Tea (add Boba Pearls); Peach Tea (add Boba Pearls); Green Tea; Green Tea; Tiger Boba,29.35,2024-12-09 10:31:30
9965,Halo Halo,6.95,2024-12-09 10:33:45
9966,Tiger Boba; Strawberry Matcha; Coffee Milk Tea,19.25,2024-12-09 10:34:30
9967,Tiger Boba,6.5,2024-12-09 10:39:00
9968,Iced Thai Tea (add Boba Pearls); Coffee Milk Tea (add Pudding); Fresh Matcha,20.75,2024-12-09 10:42:45
9969,Oolong Tea (add Honey Jelly); Strawberry Matcha; Lemonade; Black Tea; Pearl Milk Tea,27.55,2024-12-09 10:48:45
9970,Black Honey Tea (add Pudding); Green Tea; Tiger Boba,16.75,2024-12-09 10:55:30
9971,Tiger Boba (add Honey Jelly); Lemonade; Tiger Boba; Coffee Milk Tea; Halo Halo,32.15,2024-12-09 10:57:45
9972,Green Honey Tea (add Ice Cream); Thai Pearl Milk Tea,12.1,2024-12-09 11:21:45
9973,Black Tea (add Ice Cream); Oolong Tea (add Pudding); Coffee Crema; Oolong Tea; Lemonade,27.4,2024-12-09 11:24:45
9974,Pearl Milk Tea (add Boba Pearls); Coffee Crema (add Boba Pearls); Black Tea (add Boba Pearls); Peach Tea,25.45,2024-12-09 11:30:00
9975,Thai Pearl Milk Tea,6.25,2024-12-09 11:32:15
9976,Lemonade,5.2,2024-12-09 11:37:30
9977,Thai Pearl Milk Tea,6.25,2024-12-09 11:38:15
9978,Green Honey Tea (add Honey Jelly); Green Honey Tea (add Honey Jelly); Green Honey Tea,16.05,2024-12-09 11:40:30
9979,Fresh Matcha; Lemonade; Black Honey Tea; Thai Pearl Milk Tea,22.55,2024-12-09 11:47:15
9980,Black Honey Tea,4.85,2024-12-09 11:48:00
9981,Thai Pearl Milk Tea,6.25,2024-12-09 11:48:45
9982,Peach Tea,6.25,2024-12-09 11:49:30
9983,Fresh Matcha (add Boba Pearls); Lemonade (add Honey Jelly); Halo Halo; Coffee Milk Tea; Green Honey Tea,31.0,2024-12-09 11:51:00
9984,Fresh Matcha (add Pudding); Thai Pearl Milk Tea; Pearl Milk Tea; Fresh Matcha; Lemonade,30.5,2024-12-09 11:54:00
9985,Iced Thai Tea (add Boba Pearls); Strawberry Matcha,14.0,2024-12-09 11:54:45
9986,Black Honey Tea (add Honey Jelly); Green Tea (add Pudding); Green Tea; Lemonade; Oolong Tea,25.5,2024-12-09 11:55:30
9987,Thai Pearl Milk Tea (add Pudding); Fresh Matcha (add Boba Pearls); Green Tea; Peach Tea,24.9,2024-12-09 11:57:45
9988,Coffee Crema (add Honey Jelly); Thai Pearl Milk Tea; Oolong Tea; Coffee Crema; Halo Halo,31.6,2024-12-09 12:00:00
9989,Coffee Milk Tea (add Ice Cream); Black Honey Tea (add Honey Jelly); Green Honey Tea,17.7,2024-12-09 12:01:30
9990,Iced Thai Tea; Halo Halo; Iced Thai Tea,20.45,2024-12-09 12:11:15
9991,Fresh Matcha,6.25,2024-12-09 12:15:00
9992,Thai Pearl Milk Tea (add Pudding); Tiger Boba (add Ice Cream); Strawberry Matcha; Thai Pearl Milk Tea; Fresh Matcha,33.5,2024-12-09 12:25:30
9993,Tiger Boba (add Pudding); Strawberry Matcha; Fresh Matcha; Oolong Tea; Thai Pearl Milk Tea,30.9,2024-12-09 12:31:30
9994,Black Honey Tea (add Boba Pearls); Fresh Matcha (add Ice Cream); Peach Tea,19.1,2024-12-09 12:33:00
9995,Iced Thai Tea (add Honey Jelly); Coffee Milk Tea (add Boba Pearls); Green Honey Tea; Pearl Milk Tea,25.15,2024-12-09 12:35:15
9996,Halo Halo (add Boba Pearls); Pearl Milk Tea (add Boba Pearls); Coffee Milk Tea (add Honey Jelly); Tiger Boba; Lemonade,32.95,2024-12-09 12:36:45
9997,Strawberry Matcha; Fresh Matcha; Green Tea; Pearl Milk Tea,23.2,2024-12-09 12:38:15
9998,Iced Thai Tea; Pearl Milk Tea; Iced Thai Tea; Green Honey Tea; Black Tea,28.8,2024-12-09 12:39:45
9999,Strawberry Matcha (add Boba Pearls); Halo Halo (add Pudding); Oolong Tea; Green Tea; Green Tea,28.9,2024-12-09 12:52:30
10000,Coffee Crema; Oolong Tea; Strawberry Matcha; Coffee Crema,24.15,2024-12-09 12:54:00
10001,Coffee Crema (add Honey Jelly); Green Tea (add Ice Cream); Black Tea; Coffee Crema,24.05,2024-12-09 12:57:45
10002,Strawberry Matcha (add Honey Jelly); Coffee Milk Tea; Oolong Tea,18.15,2024-12-09 13:03:45
10003,Oolong Tea (add Ice Cream); Iced Thai Tea,12.4,2024-12-09 13:05:15
10004,Black Tea,4.65,2024-12-09 13:06:45
10005,Green Honey Tea,4.85,2024-12-09 13:09:00
10006,Black Honey Tea (add Boba Pearls); Lemonade; Coffee Crema; Coffee Milk Tea,23.55,2024-12-09 13:09:45
10007,Fresh Matcha; Coffee Milk Tea; Black Honey Tea; Coffee Milk Tea,23.6,2024-12-09 13:15:00
10008,Lemonade; Coffee Crema; Strawberry Matcha; Pearl Milk Tea,24.0,2024-12-09 13:16:30
10009,Coffee Crema; Thai Pearl Milk Tea; Peach Tea; Coffee Crema,25.5,2024-12-09 13:19:30
10010,Coffee Crema (add Ice Cream); Halo Halo (add Ice Cream); Black Tea (add Boba Pearls); Pearl Milk Tea; Fresh Matcha,32.9,2024-12-09 13:20:15
10011,Oolong Tea (add Ice Cream); Lemonade (add Ice Cream); Green Tea,16.5,2024-12-09 13:21:00
10012,Peach Tea (add Pudding); Thai Pearl Milk Tea (add Boba Pearls); Pearl Milk Tea; Green Tea; Coffee Crema,30.95,2024-12-09 13:21:45
10013,Coffee Milk Tea (add Ice Cream); Oolong Tea (add Honey Jelly); Oolong Tea; Green Honey Tea,22.15,2024-12-09 13:24:45
10014,Strawberry Matcha,6.5,2024-12-09 13:25:30
10015,Pearl Milk Tea (add Boba Pearls); Black Tea (add Ice Cream); Oolong Tea; Strawberry Matcha,23.35,2024-12-09 13:28:30
10016,Lemonade (add Pudding); Green Honey Tea (add Ice Cream); Oolong Tea (add Pudding); Tiger Boba,23.7,2024-12-09 13:30:45
10017,Green Tea (add Pudding); Black Honey Tea (add Pudding); Green Tea (add Ice Cream); Black Tea; Thai Pearl Milk Tea,27.55,2024-12-09 13:31:30
10018,Fresh Matcha (add Boba Pearls); Black Honey Tea (add Honey Jelly); Thai Pearl Milk Tea,18.85,2024-12-09 13:36:00
10019,Oolong Tea (add Pudding); Black Honey Tea (add Pudding); Pearl Milk Tea (add Boba Pearls); Fresh Matcha,23.8,2024-12-09 13:37:30
10020,Green Honey Tea (add Boba Pearls); Coffee Crema (add Boba Pearls); Green Tea,17.5,2024-12-09 13:45:00
10021,Iced Thai Tea (add Honey Jelly); Green Honey Tea,12.35,2024-12-09 13:48:45
10022,Tiger Boba; Coffee Crema; Thai Pearl Milk Tea; Green Honey Tea,24.1,2024-12-09 13:50:15
10023,Pearl Milk Tea (add Ice Cream); Green Honey Tea,11.65,2024-12-09 13:51:45
10024,Black Tea (add Honey Jelly); Halo Halo (add Pudding); Lemonade; Strawberry Matcha; Pearl Milk Tea,30.6,2024-12-09 13:53:15
10025,Green Honey Tea (add Honey Jelly); Green Honey Tea (add Pudding); Black Honey Tea,16.05,2024-12-09 13:57:45
10026,Pearl Milk Tea (add Boba Pearls); Black Honey Tea (add Honey Jelly); Strawberry Matcha,18.65,2024-12-09 14:00:00
10027,Oolong Tea,4.65,2024-12-09 14:01:30
10028,Lemonade (add Pudding); Oolong Tea,10.6,2024-12-09 14:03:45
10029,Coffee Milk Tea; Coffee Crema; Green Tea,17.4,2024-12-09 14:05:15
10030,Black Tea (add Boba Pearls); Oolong Tea (add Ice Cream); Coffee Crema (add Boba Pearls); Tiger Boba,24.8,2024-12-09 14:16:30
10031,Peach Tea (add Honey Jelly); Oolong Tea; Coffee Milk Tea; Lemonade,23.1,2024-12-09 14:18:00
10032,Tiger Boba (add Honey Jelly); Thai Pearl Milk Tea,13.5,2024-12-09 14:19:30
10033,Coffee Milk Tea (add Ice Cream); Coffee Crema,13.75,2024-12-09 14:33:00
10034,Coffee Crema (add Honey Jelly); Oolong Tea (add Honey Jelly); Halo Halo; Black Honey Tea,24.45,2024-12-09 14:34:30
10035,Black Honey Tea (add Ice Cream); Lemonade (add Pudding); Strawberry Matcha (add Boba Pearls); Halo Halo; Iced Thai Tea,32.75,2024-12-09 14:39:00
10036,Fresh Matcha (add Ice Cream); Peach Tea (add Ice Cream); Coffee Crema; Black Honey Tea,25.85,2024-12-09 14:42:45
10037,Fresh Matcha,6.25,2024-12-09 14:43:30
10038,Tiger Boba (add Ice Cream); Iced Thai Tea (add Boba Pearls); Peach Tea; Lemonade,26.45,2024-12-09 14:55:30
10039,Tiger Boba (add Boba Pearls); Pearl Milk Tea; Oolong Tea; Green Honey Tea; Thai Pearl Milk Tea,28.8,2024-12-09 14:57:00
10040,Peach Tea (add Pudding); Lemonade (add Pudding); Iced Thai Tea,19.7,2024-12-09 14:59:15
10041,Black Tea; Coffee Milk Tea,10.9,2024-12-09 15:06:00
10042,Lemonade (add Boba Pearls); Black Tea,10.6,2024-12-09 15:08:15
10043,Coffee Milk Tea (add Boba Pearls); Oolong Tea,11.65,2024-12-09 15:18:00
10044,Strawberry Matcha; Strawberry Matcha,13.0,2024-12-09 15:24:45
10045,Strawberry Matcha,6.5,2024-12-09 15:29:15
10046,Lemonade (add Honey Jelly); Iced Thai Tea,12.7,2024-12-09 15:30:00
10047,Peach Tea (add Pudding); Coffee Milk Tea (add Pudding); Peach Tea (add Boba Pearls); Fresh Matcha; Coffee Crema,33.75,2024-12-09 15:30:45
10048,Oolong Tea (add Boba Pearls); Tiger Boba (add Pudding); Coffee Milk Tea; Iced Thai Tea; Strawberry Matcha,32.15,2024-12-09 15:33:45
10049,Black Honey Tea; Tiger Boba; Pearl Milk Tea; Halo Halo; Thai Pearl Milk Tea,30.35,2024-12-09 15:35:15
10050,Green Tea; Peach Tea,10.9,2024-12-09 15:36:45
10051,Lemonade (add Honey Jelly); Black Tea (add Boba Pearls); Tiger Boba (add Pudding); Coffee Milk Tea,24.85,2024-12-09 15:39:45
10052,Fresh Matcha (add Pudding); Strawberry Matcha,13.5,2024-12-09 15:41:15
10053,Oolong Tea; Green Honey Tea; Coffee Milk Tea; Black Honey Tea,20.6,2024-12-09 15:43:30
10054,Thai Pearl Milk Tea,6.25,2024-12-09 15:45:45
10055,Strawberry Matcha (add Pudding); Coffee Crema (add Ice Cream); Thai Pearl Milk Tea; Oolong Tea; Black Honey Tea,30.5,2024-12-09 15:56:15
10056,Halo Halo (add Honey Jelly); Pearl Milk Tea,13.5,2024-12-09 16:00:45
10057,Peach Tea (add Boba Pearls); Coffee Milk Tea,13.25,2024-12-09 16:03:00
10058,Coffee Crema; Oolong Tea; Pearl Milk Tea; Iced Thai Tea; Thai Pearl Milk Tea,29.95,2024-12-09 16:04:30
10059,Lemonade (add Ice Cream); Strawberry Matcha; Coffee Milk Tea; Coffee Crema,25.45,2024-12-09 16:05:15
10060,Iced Thai Tea (add Ice Cream); Green Tea; Green Honey Tea; Halo Halo,24.2,2024-12-09 16:10:30
10061,Pearl Milk Tea (add Honey Jelly); Black Tea,11.2,2024-12-09 16:12:00
10062,Thai Pearl Milk Tea; Iced Thai Tea,13.0,2024-12-09 16:15:00
10063,Iced Thai Tea (add Pudding); Green Tea,12.15,2024-12-09 16:16:30
10064,Fresh Matcha; Oolong Tea; Green Tea,15.55,2024-12-09 16:17:15
10065,Coffee Crema (add Boba Pearls); Lemonade (add Pudding); Pearl Milk Tea,19.0,2024-12-09 16:24:45
10066,Lemonade,5.2,2024-12-09 16:25:30
10067,Coffee Crema,6.5,2024-12-09 16:32:15
10068,Lemonade (add Boba Pearls); Tiger Boba (add Honey Jelly); Coffee Crema; Coffee Crema,26.2,2024-12-09 16:38:15
10069,Coffee Crema (add Boba Pearls); Coffee Milk Tea (add Honey Jelly); Thai Pearl Milk Tea; Coffee Crema,27.0,2024-12-09 16:39:00
10070,Black Tea; Lemonade; Fresh Matcha; Pearl Milk Tea; Lemonade,27.1,2024-12-09 16:41:15
10071,Green Tea (add Pudding); Peach Tea,11.65,2024-12-09 16:43:30
10072,Black Tea; Iced Thai Tea; Strawberry Matcha; Halo Halo,24.85,2024-12-09 16:44:15
10073,Fresh Matcha (add Boba Pearls); Peach Tea (add Ice Cream); Thai Pearl Milk Tea (add Boba Pearls); Coffee Milk Tea,27.5,2024-12-09 16:49:30
10074,Black Tea (add Pudding); Strawberry Matcha (add Boba Pearls); Peach Tea,18.9,2024-12-10 09:00:45
10075,Fresh Matcha,6.25,2024-12-10 09:17:15
10076,Green Tea (add Ice Cream); Peach Tea; Fresh Matcha,18.15,2024-12-10 09:27:00
10077,Fresh Matcha (add Boba Pearls); Iced Thai Tea; Iced Thai Tea; Peach Tea; Fresh Matcha,33.0,2024-12-10 09:32:15
10078,Black Tea (add Ice Cream); Strawberry Matcha; Green Tea,16.8,2024-12-10 09:36:45
10079,Pearl Milk Tea; Lemonade; Strawberry Matcha,17.5,2024-12-10 09:49:30
10080,Strawberry Matcha (add Boba Pearls); Thai Pearl Milk Tea (add Boba Pearls); Pearl Milk Tea (add Honey Jelly); Halo Halo; Thai Pearl Milk Tea,34.0,2024-12-10 09:53:15
10081,Coffee Milk Tea (add Honey Jelly); Strawberry Matcha,13.5,2024-12-10 09:54:00
10082,Iced Thai Tea,6.75,2024-12-10 09:55:30
10083,Iced Thai Tea (add Honey Jelly); Green Honey Tea; Oolong Tea; Coffee Crema,23.5,2024-12-10 09:56:15
10084,Peach Tea (add Boba Pearls); Fresh Matcha (add Pudding); Halo Halo; Pearl Milk Tea,26.75,2024-12-10 09:59:15
10085,Black Tea (add Honey Jelly); Green Tea (add Ice Cream); Fresh Matcha (add Honey Jelly); Green Tea,22.7,2024-12-10 10:02:15
10086,Thai Pearl Milk Tea,6.25,2024-12-10 10:07:30
10087,Strawberry Matcha,6.5,2024-12-10 10:24:00
10088,Strawberry Matcha (add Boba Pearls); Strawberry Matcha (add Pudding); Pearl Milk Tea,20.3,2024-12-10 10:31:30
10089,Peach Tea (add Pudding); Black Honey Tea,11.85,2024-12-10 10:42:45
10090,Tiger Boba,6.5,2024-12-10 10:53:15
10091,Fresh Matcha (add Ice Cream); Iced Thai Tea (add Honey Jelly); Fresh Matcha (add Pudding); Green Tea,26.4,2024-12-10 11:08:15
10092,Black Honey Tea (add Ice Cream); Halo Halo (add Pudding); Tiger Boba (add Pudding); Oolong Tea,25.45,2024-12-10 11:11:15
10093,Black Tea (add Pudding); Strawberry Matcha,11.9,2024-12-10 11:12:00
10094,Halo Halo,6.95,2024-12-10 11:21:00
10095,Tiger Boba (add Boba Pearls); Peach Tea (add Boba Pearls); Coffee Crema (add Boba Pearls); Fresh Matcha; Peach Tea,34.0,2024-12-10 11:23:15
10096,Green Tea (add Boba Pearls); Strawberry Matcha (add Boba Pearls); Fresh Matcha (add Ice Cream); Green Tea; Lemonade,29.75,2024-12-10 11:26:15
10097,Pearl Milk Tea; Black Tea; Pearl Milk Tea,16.25,2024-12-10 11:36:00
10098,Fresh Matcha (add Pudding); Coffee Milk Tea; Coffee Milk Tea; Tiger Boba,26.0,2024-12-10 11:51:00
10099,Lemonade (add Boba Pearls); Black Tea; Thai Pearl Milk Tea; Coffee Milk Tea; Iced Thai Tea,29.85,2024-12-10 12:03:45
10100,Green Honey Tea (add Ice Cream); Black Honey Tea (add Ice Cream); Coffee Milk Tea (add Ice Cream); Tiger Boba,25.45,2024-12-10 12:11:15
10101,Black Honey Tea (add Honey Jelly); Thai Pearl Milk Tea; Oolong Tea,16.5,2024-12-10 12:36:00
10102,Iced Thai Tea (add Honey Jelly); Peach Tea (add Honey Jelly); Green Honey Tea; Iced Thai Tea; Strawberry Matcha,32.6,2024-12-10 12:57:45
10103,Oolong Tea,4.65,2024-12-10 13:13:30
10104,Fresh Matcha (add Honey Jelly); Green Honey Tea (add Ice Cream); Green Honey Tea (add Boba Pearls); Green Tea; Coffee Milk Tea,29.35,2024-12-10 13:19:30
10105,Fresh Matcha; Halo Halo; Thai Pearl Milk Tea; Green Tea; Strawberry Matcha,30.6,2024-12-10 13:23:15
10106,Thai Pearl Milk Tea (add Pudding); Lemonade; Iced Thai Tea; Pearl Milk Tea; Coffee Crema,31.25,2024-12-10 13:38:15
10107,Tiger Boba; Black Honey Tea; Thai Pearl Milk Tea,17.6,2024-12-10 13:40:30
10108,Green Honey Tea (add Honey Jelly); Peach Tea; Coffee Crema,18.35,2024-12-10 13:45:45
10109,Black Honey Tea (add Boba Pearls); Fresh Matcha; Thai Pearl Milk Tea,18.1,2024-12-10 13:50:15
10110,Green Honey Tea (add Ice Cream); Green Honey Tea (add Honey Jelly); Pearl Milk Tea; Tiger Boba; Black Tea,28.4,2024-12-10 14:10:30
10111,Oolong Tea; Peach Tea; Black Tea; Iced Thai Tea; Tiger Boba,28.8,2024-12-10 14:12:45
10112,Thai Pearl Milk Tea (add Honey Jelly); Pearl Milk Tea; Green Tea; Peach Tea,23.7,2024-12-10 14:21:45
10113,Green Tea (add Boba Pearls); Strawberry Matcha; Strawberry Matcha; Tiger Boba,24.9,2024-12-10 14:28:30
10114,Iced Thai Tea,6.75,2024-12-10 14:35:15
10115,Tiger Boba (add Pudding); Halo Halo,14.2,2024-12-10 15:02:15
10116,Coffee Crema (add Honey Jelly); Tiger Boba (add Honey Jelly); Coffee Crema,21.0,2024-12-10 15:03:00
10117,Coffee Milk Tea (add Boba Pearls); Peach Tea; Tiger Boba; Fresh Matcha; Fresh Matcha,32.25,2024-12-10 15:13:30
10118,Green Honey Tea (add Pudding); Black Honey Tea (add Ice Cream); Coffee Crema,17.95,2024-12-10 15:23:15
10119,Green Tea,4.65,2024-12-10 15:26:15
10120,Halo Halo,6.95,2024-12-10 15:48:45
10121,Iced Thai Tea,6.75,2024-12-10 15:57:00
10122,Coffee Milk Tea,6.25,2024-12-10 16:06:45
10123,Green Tea,4.65,2024-12-10 16:12:00
10124,Strawberry Matcha; Black Honey Tea; Pearl Milk Tea; Green Tea; Thai Pearl Milk Tea,28.05,2024-12-10 16:26:15
10125,Iced Thai Tea (add Ice Cream); Halo Halo (add Ice Cream); Thai Pearl Milk Tea (add Honey Jelly); Strawberry Matcha,29.2,2024-12-10 16:40:30
10126,Black Tea,4.65,2024-12-11 09:00:00
10127,Black Honey Tea,4.85,2024-12-11 09:02:15
10128,Oolong Tea (add Boba Pearls); Oolong Tea,10.05,2024-12-11 09:03:00
10129,Tiger Boba; Oolong Tea; Fresh Matcha; Iced Thai Tea,24.15,2024-12-11 09:03:45
10130,Lemonade (add Honey Jelly); Green Honey Tea,10.8,2024-12-11 09:08:15
10131,Green Honey Tea,4.85,2024-12-11 09:09:00
10132,Green Tea,4.65,2024-12-11 09:13:30
10133,Coffee Crema; Coffee Milk Tea,12.75,2024-12-11 09:15:45
10134,Halo Halo (add Boba Pearls); Oolong Tea; Halo Halo,19.3,2024-12-11 09:16:30
10135,Halo Halo; Halo Halo; Strawberry Matcha; Coffee Milk Tea,26.65,2024-12-11 09:21:00
10136,Pearl Milk Tea (add Honey Jelly); Coffee Crema; Iced Thai Tea,19.8,2024-12-11 09:29:15
10137,Coffee Milk Tea; Lemonade; Green Honey Tea; Strawberry Matcha; Black Tea,27.45,2024-12-11 09:30:00
10138,Oolong Tea (add Pudding); Lemonade (add Honey Jelly); Fresh Matcha; Green Tea,22.25,2024-12-11 09:33:45
10139,Halo Halo; Thai Pearl Milk Tea; Pearl Milk Tea; Pearl Milk Tea,24.8,2024-12-11 09:35:15
10140,Iced Thai Tea,6.75,2024-12-11 09:38:15
10141,Black Honey Tea,4.85,2024-12-11 09:39:00
10142,Thai Pearl Milk Tea (add Ice Cream); Coffee Crema (add Pudding); Coffee Crema; Fresh Matcha; Coffee Crema,33.75,2024-12-11 09:39:45
10143,Pearl Milk Tea (add Boba Pearls); Tiger Boba (add Pudding); Strawberry Matcha; Pearl Milk Tea; Black Honey Tea,30.95,2024-12-11 09:42:45
10144,Pearl Milk Tea (add Ice Cream); Coffee Milk Tea,13.05,2024-12-11 09:48:45
10145,Iced Thai Tea (add Boba Pearls); Iced Thai Tea (add Boba Pearls); Thai Pearl Milk Tea; Green Honey Tea; Coffee Crema,32.6,2024-12-11 09:52:30
10146,Black Honey Tea (add Boba Pearls); Oolong Tea; Black Tea,14.9,2024-12-11 09:55:30
10147,Pearl Milk Tea; Iced Thai Tea,12.55,2024-12-11 09:56:15
10148,Thai Pearl Milk Tea (add Pudding); Green Honey Tea,11.85,2024-12-11 09:57:00
10149,Iced Thai Tea (add Honey Jelly); Fresh Matcha,13.75,2024-12-11 10:04:30
10150,Lemonade (add Honey Jelly); Thai Pearl Milk Tea (add Boba Pearls); Lemonade; Black Honey Tea,23.0,2024-12-11 10:14:15
10151,Pearl Milk Tea (add Honey Jelly); Green Tea (add Boba Pearls); Thai Pearl Milk Tea,18.2,2024-12-11 10:15:00
10152,Black Honey Tea; Pearl Milk Tea; Fresh Matcha; Iced Thai Tea; Halo Halo,30.6,2024-12-11 10:24:00
10153,Black Honey Tea (add Honey Jelly); Thai Pearl Milk Tea,11.85,2024-12-11 10:25:30
10154,Green Tea; Tiger Boba; Oolong Tea; Strawberry Matcha,22.3,2024-12-11 10:27:00
10155,Iced Thai Tea (add Boba Pearls); Pearl Milk Tea (add Boba Pearls); Tiger Boba; Strawberry Matcha,27.05,2024-12-11 10:29:15
10156,Tiger Boba (add Ice Cream); Green Honey Tea (add Honey Jelly); Iced Thai Tea; Green Honey Tea,24.7,2024-12-11 10:30:00
10157,Lemonade,5.2,2024-12-11 10:40:30
10158,Thai Pearl Milk Tea (add Ice Cream); Oolong Tea,11.9,2024-12-11 10:46:30
10159,Thai Pearl Milk Tea (add Boba Pearls); Fresh Matcha,13.25,2024-12-11 10:55:30
10160,Peach Tea (add Ice Cream); Iced Thai Tea,14.0,2024-12-11 10:58:30
10161,Coffee Crema (add Boba Pearls); Oolong Tea (add Ice Cream); Black Honey Tea,17.75,2024-12-11 11:05:15
10162,Peach Tea (add Boba Pearls); Green Honey Tea,11.85,2024-12-11 11:13:30
10163,Oolong Tea,4.65,2024-12-11 11:19:30
10164,Pearl Milk Tea (add Pudding); Iced Thai Tea; Lemonade; Pearl Milk Tea,24.3,2024-12-11 11:21:00
10165,Halo Halo,6.95,2024-12-11 11:21:45
10166,Black Tea (add Pudding); Thai Pearl Milk Tea,11.65,2024-12-11 11:25:30
10167,Green Honey Tea; Lemonade; Fresh Matcha,16.3,2024-12-11 11:28:30
10168,Pearl Milk Tea (add Boba Pearls); Oolong Tea; Iced Thai Tea; Tiger Boba; Thai Pearl Milk Tea,30.7,2024-12-11 11:41:15
10169,Tiger Boba (add Boba Pearls); Black Tea,11.9,2024-12-11 11:45:45
10170,Strawberry Matcha (add Ice Cream); Black Tea (add Pudding); Pearl Milk Tea; Black Honey Tea; Thai Pearl Milk Tea,29.8,2024-12-11 11:50:15
10171,Fresh Matcha (add Ice Cream); Coffee Milk Tea (add Boba Pearls); Coffee Milk Tea (add Honey Jelly); Pearl Milk Tea; Iced Thai Tea,33.8,2024-12-11 11:51:00
10172,Green Honey Tea,4.85,2024-12-11 11:57:00
10173,Coffee Crema (add Boba Pearls); Coffee Milk Tea,13.5,2024-12-11 12:06:45
10174,Oolong Tea (add Ice Cream); Lemonade; Oolong Tea; Green Tea,20.15,2024-12-11 12:09:00
10175,Green Tea,4.65,2024-12-11 12:15:00
10176,Fresh Matcha (add Pudding); Fresh Matcha (add Honey Jelly); Coffee Crema (add Honey Jelly); Green Tea; Coffee Milk Tea,32.15,2024-12-11 12:16:30
10177,Black Tea (add Ice Cream); Green Tea,10.3,2024-12-11 12:18:45
10178,Green Tea (add Boba Pearls); Strawberry Matcha (add Ice Cream); Thai Pearl Milk Tea,19.15,2024-12-11 12:19:30
10179,Halo Halo (add Honey Jelly); Peach Tea (add Boba Pearls); Tiger Boba,21.2,2024-12-11 12:27:45
10180,Pearl Milk Tea (add Honey Jelly); Coffee Crema,13.05,2024-12-11 12:28:30
